iter	Passed	Remaining
1666	23124	4619
1667	23137	4605
1668	23150	4591
1669	23165	4577
1670	23181	4564
1671	23194	4550
1672	23208	4536
1673	23221	4522
1674	23235	4508
1675	23248	4494
1676	23261	4480
1677	23275	4466
1678	23288	4452
1679	23301	4438
1680	23314	4424
1681	23328	4410
1682	23343	4396
1683	23357	4383
1684	23371	4369
1685	23385	4355
1686	23397	4341
1687	23410	4327
1688	23423	4313
1689	23437	4299
1690	23450	4285
1691	23463	4271
1692	23476	4257
1693	23490	4243
1694	23503	4229
1695	23516	4215
1696	23532	4201
1697	23547	4188
1698	23560	4174
1699	23573	4160
1700	23586	4146
1701	23600	4132
1702	23613	4118
1703	23626	4104
1704	23639	4090
1705	23652	4076
1706	23666	4062
1707	23679	4048
1708	23692	4034
1709	23707	4020
1710	23723	4007
1711	23737	3993
1712	23751	3979
1713	23765	3965
1714	23778	3951
1715	23792	3937
1716	23804	3923
1717	23818	3909
1718	23831	3895
1719	23844	3881
1720	23857	3867
1721	23871	3853
1722	23886	3840
1723	23901	3826
1724	23914	3812
1725	23928	3798
1726	23941	3784
1727	23955	3770
1728	23968	3756
1729	23981	3742
1730	23994	3728
1731	24007	3714
1732	24020	3700
1733	24033	3686
1734	24046	3672
1735	24060	3658
1736	24075	3645
1737	24089	3631
1738	24103	3617
1739	24117	3603
1740	24130	3589
1741	24144	3575
1742	24156	3561
1743	24170	3547
1744	24182	3533
1745	24196	3519
1746	24209	3506
1747	24222	3492
1748	24236	3478
1749	24249	3464
1750	24263	3450
1751	24278	3436
1752	24293	3422
1753	24306	3409
1754	24319	3395
1755	24332	3381
1756	24347	3367
1757	24365	3354
1758	24381	3340
1759	24397	3326
1760	24411	3313
1761	24427	3299
1762	24441	3285
1763	24457	3272
1764	24476	3258
1765	24492	3245
1766	24511	3232
1767	24526	3218
1768	24542	3204
1769	24555	3190
1770	24571	3177
1771	24586	3163
1772	24601	3149
1773	24621	3136
1774	24635	3122
1775	24653	3109
1776	24668	3095
1777	24685	3082
1778	24698	3068
1779	24713	3054
1780	24732	3041
1781	24748	3027
1782	24766	3014
1783	24781	3000
1784	24799	2987
1785	24816	2973
1786	24830	2959
1787	24847	2946
1788	24868	2933
1789	24882	2919
1790	24897	2905
1791	24912	2891
1792	24929	2878
1793	24944	2864
1794	24958	2850
1795	24975	2836
1796	24992	2823
1797	25014	2810
1798	25029	2796
1799	25048	2783
1800	25064	2769
1801	25085	2756
1802	25101	2742
1803	25118	2729
1804	25132	2715
1805	25147	2701
1806	25164	2687
1807	25178	2673
1808	25193	2660
1809	25209	2646
1810	25225	2632
1811	25240	2618
1812	25257	2605
1813	25271	2591
1814	25289	2577
1815	25303	2563
1816	25323	2550
1817	25339	2536
1818	25355	2523
1819	25370	2509
1820	25386	2495
1821	25401	2481
1822	25416	2467
1823	25433	2454
1824	25448	2440
1825	25464	2426
1826	25479	2412
1827	25494	2398
1828	25507	2384
1829	25523	2371
1830	25537	2357
1831	25553	2343
1832	25566	2329
1833	25580	2315
1834	25593	2301
1835	25607	2287
1836	25619	2273
1837	25632	2259
1838	25645	2245
1839	25659	2231
1840	25673	2217
1841	25688	2203
1842	25702	2189
1843	25716	2175
1844	25730	2161
1845	25745	2147
1846	25758	2133
1847	25776	2120
1848	25790	2106
1849	25805	2092
1850	25820	2078
1851	25834	2064
1852	25849	2050
1853	25863	2036
1854	25879	2022
1855	25893	2008
1856	25907	1995
1857	25922	1981
1858	25937	1967
1859	25951	1953
1860	25964	1939
1861	25977	1925
1862	25991	1911
1863	26005	1897
1864	26021	1883
1865	26035	1869
1866	26049	1855
1867	26063	1841
1868	26076	1827
1869	26093	1813
1870	26107	1800
1871	26121	1786
1872	26134	1772
1873	26147	1758
1874	26161	1744
1875	26174	1730
1876	26187	1716
1877	26199	1702
1878	26212	1687
1879	26225	1673
1880	26238	1659
1881	26251	1645
1882	26264	1631
1883	26278	1617
1884	26292	1604
1885	26306	1590
1886	26319	1576
1887	26333	1562
1888	26346	1548
1889	26359	1534
1890	26372	1520
1891	26386	1506
1892	26399	1492
1893	26413	1478
1894	26425	1464
1895	26438	1450
1896	26452	1436
1897	26466	1422
1898	26481	1408
1899	26494	1394
1900	26508	1380
1901	26522	1366
1902	26537	1352
1903	26550	1338
1904	26564	1324
1905	26578	1310
1906	26591	1296
1907	26606	1282
1908	26621	1269
1909	26638	1255
1910	26652	1241
1911	26666	1227
1912	26682	1213
1913	26697	1199
1914	26710	1185
1915	26723	1171
1916	26738	1157
1917	26752	1143
1918	26766	1129
1919	26779	1115
1920	26792	1101
1921	26805	1087
1922	26820	1073
1923	26834	1060
1924	26848	1046
1925	26861	1032
1926	26875	1018
1927	26889	1004
1928	26903	990
1929	26916	976
1930	26930	962
1931	26942	948
1932	26955	934
1933	26969	920
1934	26982	906
1935	26997	892
1936	27012	878
1937	27026	864
1938	27039	850
1939	27052	836
1940	27065	822
1941	27078	808
1942	27091	794
1943	27104	780
1944	27117	766
1945	27130	752
1946	27143	738
1947	27155	724
1948	27169	710
1949	27183	697
1950	27198	683
1951	27211	669
1952	27225	655
1953	27238	641
1954	27252	627
1955	27265	613
1956	27278	599
1957	27292	585
1958	27304	571
1959	27318	557
1960	27330	543
1961	27344	529
1962	27357	515
1963	27372	501
1964	27386	487
1965	27399	473
1966	27411	459
1967	27424	445
1968	27437	431
1969	27451	418
1970	27464	404
1971	27477	390
1972	27491	376
1973	27504	362
1974	27517	348
1975	27530	334
1976	27547	320
1977	27562	306
1978	27575	292
1979	27588	278
1980	27602	264
1981	27617	250
1982	27630	236
1983	27644	222
1984	27658	209
1985	27671	195
1986	27686	181
1987	27700	167
1988	27716	153
1989	27731	139
1990	27749	125
1991	27763	111
1992	27778	97
1993	27792	83
1994	27806	69
1995	27821	55
1996	27834	41
1997	27851	27
1998	27864	13
1999	27877	0
